case,dataset,image_hw,input_c,output_c,base_dim,model_variant,compile_source,activation,activation_degree,activation_nominal_depth_degree7,activation_fit_rule,policy,layout_estimator,rotation_estimator,diagonal_estimator,slot_count,compile_node_index,unet22_body_linear_layer_index,linear_layer_index_including_output,node,op_type,is_output_layer,provider_static_supported,provider_static_kind,provider_static_fallback_reason,ct_count,input_ct_count_compact,output_ct_count_compact,selected_input_ct_count,selected_output_ct_count,alpha,beta,output_alpha,output_beta,assigned_level,module_depth,output_level_before_bootstrap,bootstrap_after_layer,bootstrap_reason,bootstrap_before_nodes,bootstrap_boundary_nodes,bootstrap_target_levels,bootstrap_input_shape_after_layer,bootstrap_input_elements_after_layer,bootstrap_count_after_layer,bootstrap_slots_after_layer,bootstrap_ct_count_after_layer,rotation,lt_rotation_estimate,planner_rotation_cost_estimate,relayout_rotation_estimate,relayout_mask_mult_estimate,relayout_sparse_lt_estimate,relayout_depth_estimate,producer_fused_rotation_estimate,consumer_fused_rotation_estimate,diagonal_count,activation_ct_mult_estimate,lt_transform_count_estimate,lt_bsgs_group_count_estimate,lt_baby_rotation_estimate,lt_giant_rotation_estimate,lt_input_cross_rotation_estimate,lt_local_submatrix_rotation_estimate,lt_output_materialize_rotation_estimate,lt_local_program_count_estimate,lt_recovery_program_count_estimate,lt_rho_hat_per_program_estimate,lt_unfused_rotation_estimate,lt_same_input_fusion_savings_estimate,lt_input_channel_multiplier,lt_output_channel_multiplier,lt_estimator,layout_mode,edge_kind,incoming_edge_kind,edge_kind_counts,edge_kind_detail,edge_carry_count,edge_fused_count,edge_explicit_count,edge_bootstrap_drop_count,edge_bootstrap_drop_detail,edge_layout_changed_count,edge_carry_halo_count,edge_bootstrap_drop_ct_saved,edge_bootstrap_drop_slots_saved,relayout_fusion_side,relayout_note,input_gap,output_gap,input_shape,output_shape,fhe_input_shape,fhe_output_shape,clear_input_min,clear_input_max,clear_output_min,clear_output_max,in_channels_layer,out_channels_layer,activation_kind_layer,activation_degree_layer,activation_depth_layer,activation_prescale_layer,activation_constant_layer,activation_fit_low,activation_fit_high,kernel,stride,padding,output_padding,dilation,groups,source_nodes,source_layout,required_layout,selected_input_layout,selected_output_layout,physical_layout,source_physical_layout,target_physical_layout,incoming_edge_count,edge_relayout_count,output_relayout,consumer_fused_relayout_count,producer_fused_relayout_count,producer_materialized_halo,planner_metric_source,case_total_ciphertext_tiles,case_stored_slots,case_relayout_count,case_bootstrap_l_eff,case_input_level,case_bootstrap_count,case_bootstrapper_slots,case_raw_planner_reported_rotation_estimate,case_reported_rotation_estimate,case_lt_bsgs_rotation_estimate,case_planner_rotation_cost_estimate,case_relayout_rotation_estimate,case_relayout_mask_mult_estimate,case_relayout_depth_estimate,case_diagonal_count_estimate,case_activation_ct_mult_estimate,case_ct_pt_mult_estimate,case_halo_redundancy_ratio,case_objective,notes,case_edge_carry_count,case_edge_fused_count,case_edge_explicit_count,case_edge_bootstrap_drop_count,case_edge_layout_changed_count,case_edge_carry_halo_count,case_edge_bootstrap_drop_ct_saved,case_edge_bootstrap_drop_slots_saved
192x192_IBSR_BRAIN_2D,IBSR BRAIN 2D,192x192,1,4,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,11,5,5,enc3a,Conv2d,False,True,u22_same_shape_conv_provider,,10,5,9,5,10,1,1,1,1,5,1,4,False,,,,,,0,0,0,0,17408,17408,17408,0,0,0,0,0,0,196608,0,24576,128,1024,16384,0,17408,0,192,0,6,261312,243904,64,128,template,compact_halo_shared,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,pool2->enc3a:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,,1,0,0,0,source+target,target:consumer_fused_relayout;source:producer_materialized_halo,4,4,1x64x48x48,1x128x48x48,1x4x192x192,1x8x192x192,-0.03188345581293106,0.04065244644880295,-0.05762157216668129,0.05044546723365784,64,128,,,,,,,,3x3,1x1,1x1,,1x1,1,pool2,"{""bottom_beta"":1,""gap"":4,""stored_slots"":153600,""stride"":1,""tile_count"":5,""top_beta"":1}","{""bottom_beta"":1,""gap"":4,""stored_slots"":153600,""stride"":1,""tile_count"":5,""top_beta"":1}","{""bottom_beta"":1,""gap"":4,""stored_slots"":153600,""stride"":1,""tile_count"":5,""top_beta"":1}","{""bottom_beta"":1,""core_slots"":294912,""gap"":4,""stored_slots"":307200,""stride"":1,""tile_count"":10,""top_beta"":1}",logical_halo_compact,logical_halo_compact,logical_halo_compact,1,0,False,1,0,True,planner_estimate,881,28164480,4,10,8,139,32768,1292172,1292064,1291920,1291920,144,144,4,20221184,858,20222186,0.026895721326164874,1292922.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,5,22,22,5,61440
192x192_IBSR_BRAIN_2D,IBSR BRAIN 2D,192x192,1,4,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,12,,,enc3a_act,SiLU,False,,chebyshev_polynomial_activation,not_a_provider_linear_kernel,10,9,9,10,10,1,1,1,1,4,3,1,True,child_level_exceeds_output_level,enc3b,enc3b,10,1x8x192x192,294912,9,32768,9,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none_activation_polynomial,halo_local,carry+bootstrap-drop,carry,carry=1;fused=0;explicit=0;bootstrap-drop=1,enc3a->enc3a_act:carry:layout_same_carry_halo:mode=halo_local;bootstrap-boundary->enc3b:bootstrap-drop:drop_halo_before_bootstrap,1,0,0,1,bootstrap-boundary->enc3b:bootstrap-drop:drop_halo_before_bootstrap,0,1,1,12288,none,,4,4,1x128x48x48,1x128x48x48,1x8x192x192,1x8x192x192,-0.05762157216668129,0.05044546723365784,-0.027980955317616463,0.025858784094452858,,,silu,7,3,1.0,0.0,-0.1116550862789154,0.10447898507118225,,,,,,,enc3a,"{""bottom_beta"":1,""gap"":4,""stored_slots"":307200,""stride"":1,""tile_count"":10,""top_beta"":1}","{""bottom_beta"":0,""gap"":4,""stored_slots"":294912,""stride"":1,""tile_count"":9,""top_beta"":0}","{""bottom_beta"":1,""gap"":4,""stored_slots"":307200,""stride"":1,""tile_count"":10,""top_beta"":1}","{""bottom_beta"":1,""core_slots"":294912,""gap"":4,""stored_slots"":307200,""stride"":1,""tile_count"":10,""top_beta"":1}",logical_halo_compact,logical_halo_compact,logical_halo_compact,1,0,False,0,0,False,planner_estimate,881,28164480,4,10,8,139,32768,1292172,1292064,1291920,1291920,144,144,4,20221184,858,20222186,0.026895721326164874,1292922.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,5,22,22,5,61440
192x192_IBSR_BRAIN_2D,IBSR BRAIN 2D,192x192,1,4,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,13,6,6,enc3b,Conv2d,False,True,u22_same_shape_conv_provider,,9,9,9,10,9,1,1,0,0,10,1,9,False,,,,,,0,0,0,0,34816,34816,34816,0,0,0,0,0,0,393216,0,49152,256,2048,32768,0,34816,0,384,0,6,522624,487808,128,128,template,compact_halo_shared,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,enc3a_act->enc3b:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,,1,0,0,0,target,target:consumer_fused_relayout,4,4,1x128x48x48,1x128x48x48,1x8x192x192,1x8x192x192,-0.027980955317616463,0.025858784094452858,-0.04424826800823212,0.03877345100045204,128,128,,,,,,,,3x3,1x1,1x1,,1x1,1,enc3a_act,"{""bottom_beta"":1,""gap"":4,""stored_slots"":307200,""stride"":1,""tile_count"":10,""top_beta"":1}","{""bottom_beta"":1,""gap"":4,""stored_slots"":307200,""stride"":1,""tile_count"":10,""top_beta"":1}","{""bottom_beta"":1,""gap"":4,""stored_slots"":307200,""stride"":1,""tile_count"":10,""top_beta"":1}","{""bottom_beta"":0,""core_slots"":294912,""gap"":4,""stored_slots"":294912,""stride"":2,""tile_count"":9,""top_beta"":0}",packed_compact,logical_halo_compact,logical_halo_compact,1,0,False,1,0,False,planner_estimate,881,28164480,4,10,8,139,32768,1292172,1292064,1291920,1291920,144,144,4,20221184,858,20222186,0.026895721326164874,1292922.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,5,22,22,5,61440
192x192_IBSR_BRAIN_2D,IBSR BRAIN 2D,192x192,1,4,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,14,,,enc3b_act,SiLU,False,,chebyshev_polynomial_activation,not_a_provider_linear_kernel,9,9,9,9,9,0,0,0,0,9,3,6,False,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none_activation_polynomial,halo_local,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,enc3b->enc3b_act:carry:layout_same_carry_compact:mode=halo_local,1,0,0,0,,0,0,0,0,none,,4,4,1x128x48x48,1x128x48x48,1x8x192x192,1x8x192x192,-0.04424826800823212,0.03877345100045204,-0.02163473702967167,0.019762523472309113,,,silu,7,3,1.0,0.0,-0.08575912564992905,0.08028430491685867,,,,,,,enc3b,"{""bottom_beta"":0,""gap"":4,""stored_slots"":294912,""stride"":2,""tile_count"":9,""top_beta"":0}","{""bottom_beta"":0,""gap"":4,""stored_slots"":294912,""stride"":1,""tile_count"":9,""top_beta"":0}","{""bottom_beta"":0,""gap"":4,""stored_slots"":294912,""stride"":2,""tile_count"":9,""top_beta"":0}","{""bottom_beta"":0,""core_slots"":294912,""gap"":4,""stored_slots"":294912,""stride"":2,""tile_count"":9,""top_beta"":0}",packed_compact,packed_compact,packed_compact,1,0,False,0,0,False,planner_estimate,881,28164480,4,10,8,139,32768,1292172,1292064,1291920,1291920,144,144,4,20221184,858,20222186,0.026895721326164874,1292922.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,5,22,22,5,61440
192x192_IBSR_BRAIN_2D,IBSR BRAIN 2D,192x192,1,4,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,15,,,pool3,AvgPool2d,False,True,u22_pool_provider,,3,9,3,9,3,0,0,1,1,6,1,5,False,,,,,,0,0,0,0,640,640,640,0,0,0,0,0,0,1280,0,384,256,512,128,0,640,0,384,0,2,896,256,128,1,template,halo_local,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,enc3b_act->pool3:carry:layout_same_carry_compact:mode=halo_local,1,0,0,0,,0,0,0,0,source,source:producer_materialized_halo,4,8,1x128x48x48,1x128x24x24,1x8x192x192,1x2x192x192,-0.02163473702967167,0.019762523472309113,-0.021091686561703682,0.01947682350873947,128,128,,,,,,,,2x2,2x2,0x0,,1x1,128,enc3b_act,"{""bottom_beta"":0,""gap"":4,""stored_slots"":294912,""stride"":2,""tile_count"":9,""top_beta"":0}","{""bottom_beta"":0,""gap"":4,""stored_slots"":294912,""stride"":2,""tile_count"":9,""top_beta"":0}","{""bottom_beta"":0,""gap"":4,""stored_slots"":294912,""stride"":2,""tile_count"":9,""top_beta"":0}","{""bottom_beta"":1,""core_slots"":73728,""gap"":8,""stored_slots"":79872,""stride"":1,""tile_count"":3,""top_beta"":1}",logical_halo_compact,packed_compact,packed_compact,1,0,False,0,0,True,planner_estimate,881,28164480,4,10,8,139,32768,1292172,1292064,1291920,1291920,144,144,4,20221184,858,20222186,0.026895721326164874,1292922.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,5,22,22,5,61440
192x192_IBSR_BRAIN_2D,IBSR BRAIN 2D,192x192,1,4,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,16,7,7,enc4a,Conv2d,False,True,u22_same_shape_conv_provider,,5,3,5,3,5,1,1,1,1,5,1,4,False,,,,,,0,0,0,0,67584,67584,67584,0,0,0,0,0,0,786432,0,98304,256,2048,65536,0,67584,0,384,0,6,1046912,979328,128,256,template,compact_halo_shared,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,pool3->enc4a:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,,1,0,0,0,source+target,target:consumer_fused_relayout;source:producer_materialized_halo,8,8,1x128x24x24,1x256x24x24,1x2x192x192,1x4x192x192,-0.021091686561703682,0.01947682350873947,-0.040491439402103424,0.0400543250143528,128,256,,,,,,,,3x3,1x1,1x1,,1x1,1,pool3,"{""bottom_beta"":1,""gap"":8,""stored_slots"":79872,""stride"":1,""tile_count"":3,""top_beta"":1}","{""bottom_beta"":1,""gap"":8,""stored_slots"":79872,""stride"":1,""tile_count"":3,""top_beta"":1}","{""bottom_beta"":1,""gap"":8,""stored_slots"":79872,""stride"":1,""tile_count"":3,""top_beta"":1}","{""bottom_beta"":1,""core_slots"":147456,""gap"":8,""stored_slots"":159744,""stride"":1,""tile_count"":5,""top_beta"":1}",logical_halo_compact,logical_halo_compact,logical_halo_compact,1,0,False,1,0,True,planner_estimate,881,28164480,4,10,8,139,32768,1292172,1292064,1291920,1291920,144,144,4,20221184,858,20222186,0.026895721326164874,1292922.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,5,22,22,5,61440
192x192_IBSR_BRAIN_2D,IBSR BRAIN 2D,192x192,1,4,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,17,,,enc4a_act,SiLU,False,,chebyshev_polynomial_activation,not_a_provider_linear_kernel,5,5,5,5,5,1,1,1,1,4,3,1,True,child_level_exceeds_output_level,enc4b,enc4b,10,1x4x192x192,147456,5,32768,5,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none_activation_polynomial,halo_local,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,enc4a->enc4a_act:carry:layout_same_carry_halo:mode=halo_local,1,0,0,0,,0,1,0,0,none,,8,8,1x256x24x24,1x256x24x24,1x4x192x192,1x4x192x192,-0.040491439402103424,0.0400543250143528,-0.019835887476801872,0.020428195595741272,,,silu,7,3,1.0,0.0,-0.08076432347297668,0.08032721281051636,,,,,,,enc4a,"{""bottom_beta"":1,""gap"":8,""stored_slots"":159744,""stride"":1,""tile_count"":5,""top_beta"":1}","{""bottom_beta"":0,""gap"":8,""stored_slots"":147456,""stride"":1,""tile_count"":5,""top_beta"":0}","{""bottom_beta"":1,""gap"":8,""stored_slots"":159744,""stride"":1,""tile_count"":5,""top_beta"":1}","{""bottom_beta"":1,""core_slots"":147456,""gap"":8,""stored_slots"":159744,""stride"":1,""tile_count"":5,""top_beta"":1}",logical_halo_compact,logical_halo_compact,logical_halo_compact,1,0,False,0,0,False,planner_estimate,881,28164480,4,10,8,139,32768,1292172,1292064,1291920,1291920,144,144,4,20221184,858,20222186,0.026895721326164874,1292922.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,5,22,22,5,61440
192x192_IBSR_BRAIN_2D,IBSR BRAIN 2D,192x192,1,4,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,18,8,8,enc4b,Conv2d,False,True,u22_same_shape_conv_provider,,5,5,5,5,5,1,1,0,0,10,1,9,False,,,,,,0,0,0,0,135168,135168,135168,0,0,0,0,0,0,1572864,0,196608,512,4096,131072,0,135168,0,768,0,6,2093824,1958656,256,256,template,compact_halo_shared,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,enc4a_act->enc4b:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,,1,0,0,0,target,target:consumer_fused_relayout,8,8,1x256x24x24,1x256x24x24,1x4x192x192,1x4x192x192,-0.019835887476801872,0.020428195595741272,-0.02955022267997265,0.028812145814299583,256,256,,,,,,,,3x3,1x1,1x1,,1x1,1,enc4a_act,"{""bottom_beta"":1,""gap"":8,""stored_slots"":159744,""stride"":1,""tile_count"":5,""top_beta"":1}","{""bottom_beta"":1,""gap"":8,""stored_slots"":159744,""stride"":1,""tile_count"":5,""top_beta"":1}","{""bottom_beta"":1,""gap"":8,""stored_slots"":159744,""stride"":1,""tile_count"":5,""top_beta"":1}","{""bottom_beta"":0,""core_slots"":147456,""gap"":8,""stored_slots"":147456,""stride"":2,""tile_count"":5,""top_beta"":0}",packed_compact,logical_halo_compact,logical_halo_compact,1,0,False,1,0,False,planner_estimate,881,28164480,4,10,8,139,32768,1292172,1292064,1291920,1291920,144,144,4,20221184,858,20222186,0.026895721326164874,1292922.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,5,22,22,5,61440
192x192_IBSR_BRAIN_2D,IBSR BRAIN 2D,192x192,1,4,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,19,,,enc4b_act,SiLU,False,,chebyshev_polynomial_activation,not_a_provider_linear_kernel,5,5,5,5,5,0,0,0,0,9,3,6,False,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none_activation_polynomial,halo_local,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,enc4b->enc4b_act:carry:layout_same_carry_compact:mode=halo_local,1,0,0,0,,0,0,0,0,none,,8,8,1x256x24x24,1x256x24x24,1x4x192x192,1x4x192x192,-0.02955022267997265,0.028812145814299583,-0.014556823298335075,0.014613592997193336,,,silu,7,3,1.0,0.0,-0.058731406927108765,0.0579933300614357,,,,,,,enc4b,"{""bottom_beta"":0,""gap"":8,""stored_slots"":147456,""stride"":2,""tile_count"":5,""top_beta"":0}","{""bottom_beta"":0,""gap"":8,""stored_slots"":147456,""stride"":1,""tile_count"":5,""top_beta"":0}","{""bottom_beta"":0,""gap"":8,""stored_slots"":147456,""stride"":2,""tile_count"":5,""top_beta"":0}","{""bottom_beta"":0,""core_slots"":147456,""gap"":8,""stored_slots"":147456,""stride"":2,""tile_count"":5,""top_beta"":0}",packed_compact,packed_compact,packed_compact,1,0,False,0,0,False,planner_estimate,881,28164480,4,10,8,139,32768,1292172,1292064,1291920,1291920,144,144,4,20221184,858,20222186,0.026895721326164874,1292922.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,5,22,22,5,61440
192x192_IBSR_BRAIN_2D,IBSR BRAIN 2D,192x192,1,4,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,20,,,pool4,AvgPool2d,False,True,u22_pool_provider,,2,5,2,5,2,0,0,1,1,6,1,5,False,,,,,,0,0,0,0,1024,1024,1024,0,0,0,0,0,0,2048,0,512,512,512,512,0,1024,0,512,0,2,1024,0,256,1,template,halo_local,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,enc4b_act->pool4:carry:layout_same_carry_compact:mode=halo_local,1,0,0,0,,0,0,0,0,source,source:producer_materialized_halo,8,16,1x256x24x24,1x256x12x12,1x4x192x192,1x1x192x192,-0.014556823298335075,0.014613592997193336,-0.014331764541566372,0.014513259753584862,256,256,,,,,,,,2x2,2x2,0x0,,1x1,256,enc4b_act,"{""bottom_beta"":0,""gap"":8,""stored_slots"":147456,""stride"":2,""tile_count"":5,""top_beta"":0}","{""bottom_beta"":0,""gap"":8,""stored_slots"":147456,""stride"":2,""tile_count"":5,""top_beta"":0}","{""bottom_beta"":0,""gap"":8,""stored_slots"":147456,""stride"":2,""tile_count"":5,""top_beta"":0}","{""bottom_beta"":1,""core_slots"":36864,""gap"":16,""stored_slots"":43008,""stride"":1,""tile_count"":2,""top_beta"":1}",logical_halo_compact,packed_compact,packed_compact,1,0,False,0,0,True,planner_estimate,881,28164480,4,10,8,139,32768,1292172,1292064,1291920,1291920,144,144,4,20221184,858,20222186,0.026895721326164874,1292922.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,5,22,22,5,61440
192x192_IBSR_BRAIN_2D,IBSR BRAIN 2D,192x192,1,4,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,21,9,9,bottlenecka,Conv2d,False,True,u22_same_shape_conv_provider,,3,2,3,2,3,1,1,1,1,5,1,4,False,,,,,,0,0,0,0,266240,266240,266240,0,0,0,0,0,0,2752512,0,393216,512,4096,262144,0,266240,0,768,0,6,3928832,3662592,256,512,template,compact_halo_shared,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,pool4->bottlenecka:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,,1,0,0,0,source+target,target:consumer_fused_relayout;source:producer_materialized_halo,16,16,1x256x12x12,1x512x12x12,1x1x192x192,1x2x192x192,-0.014331764541566372,0.014513259753584862,-0.02713756635785103,0.027079110965132713,256,512,,,,,,,,3x3,1x1,1x1,,1x1,1,pool4,"{""bottom_beta"":1,""gap"":16,""stored_slots"":43008,""stride"":1,""tile_count"":2,""top_beta"":1}","{""bottom_beta"":1,""gap"":16,""stored_slots"":43008,""stride"":1,""tile_count"":2,""top_beta"":1}","{""bottom_beta"":1,""gap"":16,""stored_slots"":43008,""stride"":1,""tile_count"":2,""top_beta"":1}","{""bottom_beta"":1,""core_slots"":73728,""gap"":16,""stored_slots"":86016,""stride"":1,""tile_count"":3,""top_beta"":1}",logical_halo_compact,logical_halo_compact,logical_halo_compact,1,0,False,1,0,True,planner_estimate,881,28164480,4,10,8,139,32768,1292172,1292064,1291920,1291920,144,144,4,20221184,858,20222186,0.026895721326164874,1292922.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,5,22,22,5,61440
